segment_id,language,language_code,channel,style,emotion_tag,duration_s,mean_dbfs,qc_status,transcript
hi_01_seg003,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.77,-30.2,passed,"पेपर लीक हुआ? कहानी खत्म नहीं हुई। ये कहानी यूं ही चलती रहती है और इसके किरदार में नाम बस बदलते रहते हैं। कभी नीट यूजी का पेपर लीक होता है, कभी सीबीएसई की परीक्षा में गड़बड़ी, कभी सरकारी नौकरियों का पेपर लीक होता है और कभी कुछ और। कल्पना कीजिए जिन बच्चों ने ईमानदारी से पूरे साल मेहनत की हो, खाना पीना सब भूल कर पढ़ाई की हो, दिन रात जग कर उनका मनोबल इस पेपर चोरी से कैसे टूटता होगा।"
hi_01_seg004,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.0,-28.1,passed,"और ये भी सोचिए कि पेपर चोरी होती कैसे है। आज हमने पेपर लीक से जुड़े कई मामलों को देखा जिनमें ये बात निकल कर आई कि पेपर लीक करने और कराने वाले लोगों की संख्या ज्यादा नहीं होती है। ये 0.1% से भी कम होते हैं जो 99.9% ईमानदार मेहनती छात्रों का भविष्य अपनी बेईमानी से बर्बाद कर देते हैं। और यहां बात सिर्फ इन बेईमानों की नहीं है, बहुत सारे टीचर्स और कोचिंग सेंटर"
hi_01_seg005,hindi,hi-IN,Aaj Tak,news_formal,formal,27.79,-29.3,passed,"सेंटर्स भी ऐसे हैं जो ईमानदार टीचर्स और कोचिंग सेंटर्स की मेहनत को निगल जाते हैं।
और इसके बाद ये खुद को मसीहा बताते हैं।
जैसे नीट यूजी का जो पेपर लीक हुआ उसमें तीन आरोपियों को आज अदालत ने 15 जून तक के लिए जेल भेज दिया है।
इनमें भी सीधा-सीधा कोचिंग सेंटर का कनेक्शन निकला है।
एक है डॉक्टर मनोज शिरूरे,
दूसरे है तेजस शाह और तीसरे है मनीषा संजय हवलदार।"
hi_01_seg006,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.0,-29.0,passed,"इनमें तेजस शाह पुणे के एक कोचिंग इंस्टिट्यूट में फिजिक्स के टीचर्स थे।
जबकि मनीषा संजय हवलदार पुणे के एक सरकारी स्कूल में नौकरी करती थी।
और एनटीए ने इस महिला टीचर को नीट यूजी परीक्षा के संचालन की जिम्मेदारी सौंपी थी।
जिसके कारण इस महिला टीचर के पास फिजिक्स का पेपर सबसे पहले आना था, लेकिन जानते हैं इसके बाद क्या हुआ।
इस महिला टीचर ने इस पेपर"
hi_01_seg007,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.0,-28.2,passed,"पेपर को एक कोचिंग इंस्टिट्यूट के टीचर को बेच दिया।
खरीदने वाला कौन? कोचिंग इंस्टिट्यूट का टीचर।
और इसीलिए हम लगातार आज तक पर कोचिंग माफिया के खिलाफ अपनी आवाज बुलंद कर रहे हैं।
क्योंकि कोचिंग सेंटर्स के जरिए इन लीक किए गए पेपर्स को बेचा और खरीदा जाता है।
जानते हैं इसने क्या किया? उसने फोन करके इस कोचिंग इंस्टिट्यूट"
hi_01_seg008,hindi,hi-IN,Aaj Tak,news_formal,formal,25.0,-28.9,passed,"इंस्टिट्यूट के टीचर को सारे सवाल लिखवाए और बाद में कोचिंग इंस्टिट्यूट के इस टीचर ने यही सवाल नोट करके लीक कर दिए।
और ऐसा सिर्फ एक कोचिंग इंस्टिट्यूट ने नहीं किया।
महाराष्ट्र के लातूर में आरसीसी कोचिंग क्लासेस नाम के एक कोचिंग इंस्टिट्यूट है।
जिसके डायरेक्टर शिवराज मोटेगावकर ने इसी तरह की साठगांठ से पेपर लीक कराया और यह फिर इस कोचिंग सेंटर के साथ पहली बार नहीं हुआ है।
साल 2024 में जब नील"
hi_01_seg009,hindi,hi-IN,Aaj Tak,news_formal,formal,25.0,-29.3,passed,"नीट यूजी परीक्षा का पेपर लीक हुआ था, तब भी गुजरात पुलिस ने रॉय ओवरसीज नाम के कोचिंग सेंटर के छह लोगों को गिरफ्तार किया था।
जो इस बेईमानी में शामिल थे।
2024 में ही जब उत्तर प्रदेश में सिपाही भर्ती परीक्षा का क्वेश्चन पेपर लीक हुआ, तब भी इसके पीछे लखनऊ का एक कोचिंग सेंटर था।
जिसके टीचर्स को पुलिस ने गिरफ्तार किया।
जबकि 2022 में जब राजस्थान में सरकारी नौकरी और 2021 में"
hi_01_seg010,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.79,-28.0,passed,"सरकारी टीचर्स की भर्ती परीक्षा का पेपर लीक हुआ तब भी इसमें कोचिंग माफिया का नाम सामने आया था।
और ये लिस्ट बहुत लंबी है।
तथ्य बताते हैं कि पेपर लीक के अधिकांश मामलों में कोचिंग माफिया की सबसे बड़ी भूमिका होती है जो पेपर बेचकर पैसे कमाना चाहते हैं।
भारत में कोचिंग इंडस्ट्री इसलिए फैली क्योंकि हमारी सरकारी"
hi_01_seg011,hindi,hi-IN,Aaj Tak,news_formal,formal,25.07,-28.1,passed,"जो व्यवस्था है।
सरकारों ने इस शिक्षा पर ध्यान ही नहीं दिया।
अगर हमारे देश में सरकारों की ओर से शिक्षा पर ध्यान दिया गया होता, तो कोचिंग इंडस्ट्री कभी भी इतनी बड़ी नहीं होती, जितना हमारे केंद्रीय शिक्षा मंत्रालय का 6 महीने का बजट है।
2022 में भारत की कोचिंग इंडस्ट्री 58000 करोड़ रुपए की थी, जो 2 साल बाद 2028 में ₹133000 करोड़ रुपए की होने वाली है।"
hi_01_seg012,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.71,-29.6,passed,"जबकि पूरे देश के लिए केंद्र शिक्षा मंत्रालय का बजट ही ₹1,39,000 करोड़ का है।
अब कोचिंग इंडस्ट्री का ऐसा विस्तार कोई बहुत बड़ी उपलब्धि नहीं है।
इससे यह पता चलता है कि हमारे देश के करोड़ों माता-पिता की गाढ़ी कमाई कोचिंग इंस्टिट्यूट्स में जा रही है जहां कई बार झूठे सपने बेचे जाते हैं।
झूठे सपने कैसे? उसके लिए यह आंकड़े देखिए।"
hi_01_seg013,hindi,hi-IN,Aaj Tak,news_formal,formal,27.55,-28.9,passed,"ये कोचिंग सेंटर्स आपको अच्छे-अच्छे विज्ञापन दिखाते हैं। दावा करते हैं कि अगर आपने अपने बच्चों को इनके यहां भेजा तो वो यूपीएससी, नीट, जेईई, सरकारी नौकरी की परीक्षा जरूर पास कर लेंगे। कई बार तो विज्ञापनों में दो-तीन कोचिंग इंस्टिट्यूट्स एक ही बच्चे की तस्वीर लगा देते हैं और कहते हैं ये मेरे कॉलेज में पढ़ा, ये मेरे कॉलेज में पढ़ा है। कई बार हम लोग इन विज्ञापनों पर भरोसा कर लेते हैं, हकीकत में ये विज्ञापन कई बार कोरा झूठ होते"
hi_01_seg014,hindi,hi-IN,Aaj Tak,news_formal,questioning,25.0,-28.5,passed,"उदाहरण के लिए, केंद्र सरकार ने यूपीएससी की तैयारी कराने वाले दो बड़े, बहुत बड़े कोचिंग संस्थान पर जुर्माना लगाया।
जुर्माने का कारण क्या था?
इन कोचिंग संस्थानों ने इन छात्रों को भी अपना छात्र बताकर अखबार में बड़े-बड़े विज्ञापन छपवा दिए थे जो उनके यहां पढ़े ही नहीं थे।
और ऐसा सिर्फ एक मामला नहीं है।
यह धांधली कई बड़े कोचिंग संस्थान कर रहे हैं।"
hi_01_seg015,hindi,hi-IN,Aaj Tak,news_formal,formal,25.0,-27.2,passed,"और इसीलिए हम ये आवाज बुलंद कर रहे हैं कि अगर इस देश की शिक्षा व्यवस्था को संभालना है,
तो हमें #coachingmafia का अंत करना ही होगा।
अब सवाल ये है कि सोचिए आप केंद्र सरकार ने 60 नोटिस जारी किए और इन पर 1 करोड़ 46 लाख का जुर्माना लगाया।
ऐसे ऐसे बच्चों के इन्होंने इश्तिहार में अपने फोटो डाले जिन्होंने इनके यहां पढ़ाई नहीं की थी।"
hi_01_seg016,hindi,hi-IN,Aaj Tak,news_formal,questioning,27.59,-28.3,passed,"उन बच्चों ने कंप्लेंट की जिसके बाद ये कार्यवाही की गई।
लेकिन सोचिए उन माता-पिता के साथ कितनी बड़ी बेईमानी है जो इन कोचिंग संस्थानों के झांसे में आकर अपने बच्चों को पढ़ने के लिए भेज देते हैं।
गाड़ी कमाई से स्कूल की भी फीस देते हैं जो सिर्फ एक डमी स्कूल रह जाता है क्योंकि वहां पर सिर्फ अटेंडेंस और बाद में वहां से सर्टिफिकेट मिलता है।
असल पढ़ाई करने के लिए इन बच्चों को भारी भरकम फीस देकर कोचिंग सेंटर में ही भेजा जाता है और कई प्राइ"
hi_01_seg017,hindi,hi-IN,Aaj Tak,news_formal,formal,25.0,-28.6,passed,"ये कोचिंग सेंटर्स अपने स्कूल में ही चलाते हैं। कई प्राइवेट स्कूल्स के टीचर्स इन कोचिंग सेंटर्स को अपने तौर पर चलाते हैं और पेरेंट्स से कहते हैं कि क्लास में आपका बच्चा ठीक नहीं कर रहा, आप कोचिंग सेंटर में डाल दीजिए, इसको हम लोग अच्छे मार्क्स ले आएंगे। अब सवाल यही है कि आप स्कूल की भी फीस दे रहे हैं। यानी ड्यूल फीस।"
hi_01_seg018,hindi,hi-IN,Aaj Tak,news_formal,formal,26.59,-30.0,passed,"दो फीस कमाई करने का यह पूरा फार्मूला बन गया है।
हैरत की बात यह है कि यह कोचिंग संस्थान बच्चों के मसीहा बनते हैं लेकिन इसकी फीस का कोई हिसाब नहीं होता।
सरकारी मेडिकल कॉलेजेस में दाखिले के लिए नीट की तैयारी पर एक छात्र जानते हैं कितना खर्च करता है ₹4 लाख औसतन।
इसका पूरा ब्रेकअप भी आप अपनी टेलीविजन स्क्रीन पर देख सकते हैं।
इंजीनियरिंग के सरकारी कॉलेजेस में दाखिले के लिए जेईई की तैयारी पर हर चार चार छात्र चार से ₹5 लाख"
hi_01_seg019,hindi,hi-IN,Aaj Tak,news_formal,questioning,26.15,-29.8,passed,"सारा पैसा कोचिंग संस्थानों के पास जाता है।
एसएससी,
बैंकिंग,
रेलवे,
पीएससी, ऐसी सरकारी नौकरियों की तैयारी पर एक से दो लाख रुपए खर्च होता है और जब ये छात्र कोचिंग संस्थानों के वादों के बाद भी फेल हो जाते हैं, तो मसीहा बनने वाले ये कोचिंग संस्थान कभी फेल हुए छात्रों की फीस वापस लौटाते हैं क्या?
तब सारा का सारा ठीकरा इन बच्चों पर फोड़ दिया जाता है।
कि आपके बच्चे ने ही मेहनत नहीं की।"
hi_02_seg000,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-15.8,passed,"नमस्कार दोस्तों, पहलगाम की बैसारन वैली जिसे भारत का मिनी स्विट्जरलैंड कहा जाता है। इस टूरिस्ट स्पॉट पर एक खौफनाक आतंकी हमला हुआ जिसे देखकर पूरे देश की रूह कांप गई है।
अभी तक की जानकारी के अनुसार इस आतंकी हमले में कम से कम 26 लोगों की जानें जा चुकी हैं। 17 लोग इंजर्ड हैं और मृतकों में से सभी 26 लोग मेल्स थे।
इस हाई ऑल्टीट्यूड"
hi_02_seg001,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.1,passed,टूर लोकेशन पर केवल पैदल या खच्चर पर बैठ के पहुंचा जा सकता है इसलिए रेस्क्यू ऑपरेशंस के लिए हेलीकॉप्टर का इस्तेमाल किया गया जबकि लोकल्स खच्चरों की मदद से इंजर्ड लोगों को वहां से वापस लाए। कम से कम 12 टूरिस्ट को पहलगाम हॉस्पिटल में एडमिट करवाया गया और डॉक्टर्स ने कहा है कि अब ये 12 लोग स्टेबल कंडीशन में है। इस आतंकी हमले में लोगों को उनके रिलीजन के आधार पर टारगेट किया गया। एक विक्टिम मुस्लिम थे सैयद आदिल हुसैन
hi_02_seg002,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.4,passed,"कि लोकल थे, वहां खच्चर चलाने का काम करते थे। इनके अलावा एक क्रिश्चियन थे और बाकी 24 लोग जो मारे गए, वो सब हिंदू थे। जो अलग-अलग जगह से आए हुए टूरिस्ट थे। जैसे कि जयपुर के 32 साल के नीरज उधवानी जो यूएई में काम करते थे। ये छुट्टियों के लिए घर आए हुए थे, अपनी पत्नी के साथ पहले शिमला में एक शादी अटेंड की और फिर बाद में कश्मीर घूमने गए थे। ऐसे ही एक विक्टिम नेपाल से थे, सुदीप न्यूपणे। इसके अलावा आईएएफ, आईबी और नेवी"
hi_02_seg003,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-15.8,passed,"अरुणाचल से आए हुए इंडियन एयरफोर्स कॉर्पोरल तागे हेलियांग, इंटेलिजेंस ब्यूरो के सेक्शन ऑफिसर मनीष रंजन जो एलटीसी लेकर बिहार से यहां घूमने आए थे, अपनी पत्नी और दो बच्चों के साथ।
हरियाणा के 26 साल के इंडियन नेवी लेफ्टिनेंट विनय नारवाल केवल 6 दिन पहले उनकी शादी हुई थी।
यह अपनी पत्नी के साथ हनीमून मनाने आए थे, एक ऐसा हनीमून जिसके बाद इनकी पत्नी वापस विधवा होकर लौटी।
एक वीडियो में इन्हें कहते हुए सुना गया कि अपनी"
hi_02_seg004,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-17.1,passed,"अपने पति के साथ भेलपुरी खा रही थी कि तभी एक आदमी आया उसने कहा कि शायद ये मुस्लिम नहीं है और ये कहते ही उसने तुरंत गोली मार दी।
उसने बोला कि ये शायद मुस्लिम नहीं है उसने उसको गोली मार दी।
कुछ ऐसा ही कहा पुणे की एचआर प्रोफेशनल असावरी ने।
उन्होंने बताया कि जब उन्होंने दूर से आतंकियों को फायरिंग करते हुए देखा तो उनका परिवार सुरक्षा के लिए पास के एक टेंट में चला आया।
लेकिन आतंकी वहां भी आ गए।
उनके फादर को इस्लामिक वर्स रिसाइट कर"
hi_02_seg005,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.1,passed,"करने के लिए कहा और जब वो नहीं कर पाए तो उन्हें सीधा गोली मार दी। मदद के लिए वहां कोई नहीं था, ना पुलिस ना आर्मी। जो लोग उन्हें वहां खच्चर पर लेकर आए थे, उन्होंने असावरी, उनकी मां और एक फीमेल रिलेटिव को रिटर्न जर्नी में मदद की। तो बहुत सारे घोड़े वालों ने भी मतलब घोड़े पे लेके गया था, उनको हस्पिटल पहुंचाया। मेरे अलावा भी बहुत सारे ऐसे लोग थे जिन्होंने कंधे पे उनको उठाया है हस्पिटल पहुंचाने के लिए। बाद में करीब 20 मिनट"
hi_02_seg006,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-15.6,passed,"और उन्हें रेस्क्यू किया।
पाकिस्तान बेस्ड टेरर ग्रुप लश्कर-ए-तायबा के एक शैडो ग्रुप टीआरएफ ने इस हमले की जिम्मेवारी ली है।
टीआरएफ का फुल फॉर्म है द रेजिस्टेंस फ्रंट।
दो साल पहले जब टीआरएफ ने कश्मीर के पत्रकारों को धमकियां दी थी, तब मिनिस्ट्री ऑफ होम अफेयर्स ने इसे यूएपीए के अंतर्गत एक आतंकवादी संगठन डिक्लेअर कर दिया था।
इस टेरर ग्रुप के मेंबर शेख सज्जाद गुल को भी यूएपीए के चौथे"
hi_02_seg007,hindi,hi-IN,Dhruv Rathee,educational_informational,formal,25.0,-16.5,passed,के शेड्यूल के अंतर्गत आतंकवादी घोषित किया गया था। एक इंटेलिजेंस असेसमेंट के मुताबिक यह सस्पेक्ट किया जा रहा है कि लश्कर-ए-तायबा का टॉप कमांडर सैफुल्ला कसूरी भी इसके साजिशकर्ताओं में से एक है। इंडियन एक्सप्रेस की रिपोर्ट में बताया गया है कि इनिशियल प्रोब के अनुसार 4 से 6 आतंकी थे जिन्होंने यह हमला किया। आई विटनेसेस के स्टेटमेंट्स के आधार पर जम्मू एंड कश्मीर पुलिस ने अटैक करने वाले 3 पाकिस्तानियों के स्केच भी रिलीज कर
hi_02_seg008,hindi,hi-IN,Dhruv Rathee,educational_informational,formal,25.0,-16.7,passed,एक सरकारी सोर्स ने द हिंदू को बताया कि हमलावरों में से दो ऐसे कश्मीरी युवाओं के होने का शक है जो 2018 में पाकिस्तान चले गए थे। अनंत नाग का आदल गुरी और पुलवामा का एहसान। सरकारी सूत्रों ने बताया कि इन्होंने रिसेंटली पाकिस्तानी आतंकियों के साथ इनफिल्ट्रेशन की और इनके मूवमेंट के बारे में कुछ इनपुट्स मौजूद थे। टाइम्स ऑफ इंडिया में राजशेखर झा की रिपोर्ट में एक
hi_02_seg009,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.4,passed,"सूत्र के हवाले से कहा गया कि पहले से इनपुट्स थे कि अप्रैल के पहले हफ्ते में आतंकियों ने कुछ होटलों का पूर्व परीक्षण किया था। इसलिए कोई इंटेलिजेंस फेलियर नहीं था। इंटेलिजेंस इनपुट्स होने के बावजूद अटैक हो गया। इससे दोस्तों पुलवामा हमले की याद आती है।
जून 2019 में मिनिस्टर ऑफ स्टेट फॉर होम अफेयर्स जी किशन रेड्डी ने राज्यसभा को बताया था कि कोई इंटेलिजेंस फेलियर नहीं था। बाद में फ्रंट लाइन की एक"
hi_02_seg010,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.0,passed,एक इन्वेस्टिगेशन ने भी यह रिवील किया था कि 2 जनवरी से लेकर 13 फरवरी के बीच में 11 इंटेलिजेंस इनपुट्स थे। यह बता रहे थे कि कोई किसास हमला हो सकता है यानी बदला लेने के लिए स्ट्राइक हो सकती है। पुलवामा हमले के बाद जब इन्वेस्टिगेशन हुई तो मुदासिर अहमद खान को पुलवामा हमले का मास्टरमाइंड पाया गया। उससे रिलेटेड भी दो इंटेलिजेंस इनपुट्स पहले से ही मौजूद थे। 24 जनवरी 2019 के इंटेलिजेंस इनपुट में बताया गया था कि कुछ आतंकियों ने
hi_02_seg011,hindi,hi-IN,Dhruv Rathee,educational_informational,formal,25.0,-17.1,passed,मुदासिर अहमद खान को रिपोर्ट किया आने वाले दिनों में एक फिदाइन हमला करने के लिए। ये ग्रुप शाहिद बाबा ग्रुप के साथ कांटेक्ट में है। ये वही ग्रुप था जिसका मेंबर था पुलवामा हमले का बॉम्बर आदिल अहमद दास। 25 जनवरी के दिन का जो इंटेलिजेंस इनपुट था उसमें मुदासिर अहमद खान की लोकेशन की जानकारी थी। बोल्ड लेटर्स में ये बताया गया था कि चार फॉरेन मर्सिनरीज के साथ मुदासिर खान को स्पॉट किया गया है। मिदुरा और
hi_02_seg012,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.3,passed,"लाम तराल विलेजेस में।
इस इनपुट में भी कहा गया था कि एक अटैक की प्लानिंग चल रही है जो अवंतीपुरा या पंपोर में किया जा सकता है।
यह इलाके पुलवामा से केवल 16-17 किलोमीटर दूर है।
इमेजिन करो दोस्तों, पुलवामा हमले से पहले भी मुदासीर एक नोन आतंकवादी था जो 2017 में सीआरपीएफ कैंप पर हुए अटैक के कनेक्शन में वार्निंग था।
12 फरवरी के एक इनपुट को तो मार्क किया गया था टॉप सीक्रेट मैटर मोस्ट अर्जेंट।
इस बार"
hi_02_seg013,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.7,passed,इसमें एक ट्विटर हैंडल शाह जीईटी 313 के बारे में जानकारी थी कि इसे पाकिस्तान के जैश मोहम्मद हैंडलर्स चला रहे हैं। इसने हिंट दिया था कि जम्मू एंड कश्मीर में सिक्योरिटी फोर्सेस के रूट पर आईईडी ब्लास्ट कैरी आउट किया जा सकता है। साथ में एक वीडियो भी था जिसमें आईईडी ब्लास्ट को डेमोंस्ट्रेट किया गया था। 13 फरवरी के इंटेलिजेंस इनपुट में भी ऐसी ही एक फाइनल वार्निंग थी लेकिन इसके बावजूद भी दोस्तों 2500 से ज्यादा जवानों ने
hi_02_seg014,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-16.3,passed,"को एयरलिफ्ट नहीं करवाया गया।
इकट्ठे ही एक ही कॉन्वोय में भेज दिया गया और सीआरपीएफ के फॉर्मर आईजी ने बाद में इसे लेकर ऐतराज भी जताया था।
2547 को भेजना और 78 व्हीकल्स एक कॉन्वोय में लगाना वो मुझे लगता है टेक्निकली ठीक नहीं था।
सोच कर देखो दोस्तों इतने डिटेल्ड इंटेलिजेंस इनपुट्स होने के बावजूद भी पुलवामा हमला हो गया।
कैसे हुआ?
सवाल ये उठता है, मुझे तो पता नहीं।"
hi_02_seg015,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-18.5,passed,"क्या आपको पता है? अगर मुझे नहीं पता, आपको नहीं पता, तो किससे पूछना चाहिए कि चूक कहां हुई?
मुझे जवाब दीजिए!
यह जो आतंकवादी है, उनके पास शस्त्र और बारूद कहां से आता है?
वो तो विदेश की धरती से आता है।
और सीमाएं संपूर्ण रूप से आपके कब्जे में है।
सीमा सुरक्षा पर आपके कब्जे में है कि विदेशों से घुसपैठ नहीं है।"
hi_02_seg016,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-17.3,passed,"ये आते हैं।
घुसपैठ ये आतंकवादियों के रूप में आते हैं।
आतंकवादी गट्टाएं करते हैं, भाग जाते हैं।
प्रधानमंत्री जी आप मुझे बताइए।
सीमाएं आपके हाथ में है, कोस्टल सिक्योरिटी आपके हाथ में है।
बीएसएफ सेना सब आपके हाथ में है, नेवी आपके हाथ में है।
ये विदेश से घुसपैठ ये कैसे ढूंढ जाते हैं।
कोई भी समझदार इंसान, कोई भी समझदार बच्चा तक ये समझ सकता है कि देश की सुरक्षा चुनी हुई सरकार की है।"
hi_02_seg017,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-15.9,passed,"की जिम्मेवारी है। तो सवाल उसी से पूछा जाना चाहिए। दिसंबर 2016 में प्रधानमंत्री मोदी ने एक रैली में कहा था कि नोटबंदी ने आतंकवाद की कमर तोड़ दी है। तो सवाल ये उठता है कि आतंकी हमले रुके क्यों नहीं उसके बाद? सिर्फ जम्मू एंड कश्मीर की ही बात करें हम, तो देखो नवंबर 2016 में हुआ नागरोटा आर्मी बेस अटैक। जुलाई 2017 में अवरनाथ यात्रा अटैक। फरवरी 2018 सुनजुवन मिलिट्री स्टेशन अटैक।"
hi_02_seg018,hindi,hi-IN,Dhruv Rathee,educational_informational,motivational,25.0,-15.3,passed,"अटैक। फरवरी 2019, पुलवामा अटैक। मार्च 2019, जम्मू बस स्टैंड ग्रेनेड ब्लास्ट। जून 2019, अवंतीपुरा में इंडियन पैरामिलिट्री पुलिस पर अटैक। 2023, पूंछ राजौरी अटैक। 2024, रियासी अटैक और अब 2025, पहलगाम अटैक। एक के बाद एक आतंकी हमले हुए जा रहे हैं और देश की मीडिया में हिम्मत नहीं है सरकार से सवाल करने की। ये सिर्फ 2014 से पहले होता था कि मीडिया द्वारा सरकार"
hi_02_seg019,hindi,hi-IN,Dhruv Rathee,educational_informational,formal,25.0,-18.3,passed,"सरकार से सवाल पूछे जाते थे।
फिल्में भी आप देखोगे, अ वेंचडे जैसी फिल्में बनाई जाती थी, जिनमें सरकार से आतंकवाद पर सवाल पूछे जाते थे।
इसीलिए हम सरकार चुनते हैं कि वो मुल्क चलाएं।
आप लोग सरकार, पुलिस फोर्स, इंटेलिजेंस सक्षम है इस तरह के पेस्ट कंट्रोल के लिए, लेकिन आप लोग कर नहीं रहे।
मैं चाहता हूं कि अगर मेरा बच्चा घर से बाहर निकले तो बेखौफ घूमे कहीं भी, कभी भी, ट्रेन में, बस में, कहीं भी।
उस जमाने में जनता मिल"
hi_02_seg020,hindi,hi-IN,Dhruv Rathee,educational_informational,angry,25.0,-16.4,passed,थी और नेता अपनी गलती मानते हुए इस्तीफा भी दे देते थे। जैसे कि मुंबई के 26/11 अटैक के बाद होम मिनिस्टर शिवराज पाटिल ने पब्लिक डिमांड के चलते हुए इस्तीफा दिया था। और महाराष्ट्र के मुख्यमंत्री विलासराव देशमुख ने भी इस्तीफा दिया था। मैं ये नहीं कह रहा कि इस्तीफा देकर उन्होंने कोई महान काम कर दिया। बात ये है कि किसी भी फंक्शनिंग डेमोक्रेसी में ये एक बेसिक बात है और अब उस बेसिक कॉमन सेंस को हमारा देश खो चुका है। अब इस नए
hi_02_seg021,hindi,hi-IN,Dhruv Rathee,educational_informational,informational,25.0,-16.8,passed,जैसे नमूने को देखिए। अर्नब गोस्वामी इस पहलगाम अटैक के लिए सुप्रीम कोर्ट को जिम्मेवार ठहरा रहे हैं। देयर वास नो नीड इन माय व्यू फॉर द सुप्रीम कोर्ट टू वेस्ट टाइम गेटिंग इनटू वेदर 370 वास एब्रोगेशन वास वैलिड ऑर नॉट। इट वास अ वेस्ट ऑफ टाइम बिकॉज़ विद द ग्रेटेस्ट ऑफ रिस्पेक्ट टू द जजेस दे विल नॉट टेक रिस्पांसिबिलिटी फॉर द सिक्योरिटी सिचुएशन। यह वही नमूना है जिसकी WhatsApp चैट लीक हुई थी और जिसने पुलवामा हमले के
hi_02_seg022,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-15.3,passed,"वन लाइक क्रेजी।
पुलवामा अटैक के बाद सबसे पहले कवरेज कर लेने का यह जश्न मना रहा था।
गोदी मीडिया एंकरों से इतनी सिंपल बात नहीं पूछी जा रही कि जिस जगह इतने सारे टूरिस्ट जमा थे, वहां प्रॉपर सिक्योरिटी क्यों नहीं थी।
आज तक चैनल के कॉरेस्पोंडेंट ने यह कहने की कोशिश की तो उनकी बात को बीच में ही काट दिया गया।
यह मजाक नहीं है।
2000 टूरिस्ट किसी एक पिकनिक स्पॉट पर हैं, वहां पर ना ही पुलिस बल की कोई तैनात थी ना ही सुरक्षा बल की।"
hi_02_seg023,hindi,hi-IN,Dhruv Rathee,educational_informational,formal,25.0,-14.0,passed,"की कोई ताई ना थी हम देखते हैं जब अमरनाथ यात्रा होती है।
यह सवाल एक बच्चा बच्चा तक पूछ रहा है।
सरकार तो गई हुई है।
मतलब इतना बड़ा आतंकवादी का हमला हुआ उन्हें कुछ पता ही नहीं है।
इधर पूरी नीचे पूरे आर्मी का बेस है उन्हें पता ही नहीं है।
दोस्तों अब 10 दिन पहले की यह रिपोर्ट देखिए डिफेंस मिनिस्ट्री ने पार्लियामेंट की स्टैंडिंग कमेटी को बताया कि आर्मी में ऑफिसर्स का करंट नंबर है 4200"
hi_02_seg024,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-15.8,passed,जबकि ऑथराइज्ड स्ट्रेंथ है 50538। देश में करीब 8400 आर्मी ऑफिसर्स की कमी है और 92400 सोल्जर्स की। कुल मिलाकर आर्मी में 1 लाख से ज्यादा आर्मी पर्सनल की शॉर्टेज है। इस शॉर्टेज की वजह से सोल्जर्स को एक जगह से दूसरी जगह शिफ्ट कराया जा रहा है पहले से ज्यादा रेट पर। सवाल ये उठता है कि ये शॉर्टेज क्यों है? मुझे तो नहीं पता लेकिन आप इस अगस्त 2022 की
hi_02_seg025,hindi,hi-IN,Dhruv Rathee,educational_informational,questioning,25.0,-17.1,passed,टेलीग्राफ की ये रिपोर्ट देखिए। यहां लिखा है कि कोविड के दो सालों में आर्मी की कोई रिक्रूटमेंट नहीं हुई। इसलिए आर्मी में 1 लाख से ज्यादा ट्रूप्स की कमी है। और अब इस रिपोर्ट की हेडलाइन देखिए। अगले 3 साल में आर्मी स्ट्रेंथ को 2 लाख से कट करने का प्लान। क्या सेंस बना इस बात का? एक मिनिस्ट्री ऑफिशियल ने कहा कि आर्मी अपनी ट्रूप स्ट्रेंथ का रैशनलाइजेशन कर रही है। इसे सैलरी और पेंशन का खर्च कम करने के अटेम्प्ट के रूप में देखा जा रहा है।
